week_ending_date,Sales Item,Revenue_USD,Quantity Sold,Wed - 1,Wed - 2,Thu - 3,Thu - 4,Fri - 5,Fri - 6,Sat - 7,Sat - 8,Sun - 9,Sun - 10,Mon - 11,Mon - 12,Tue - 13,Tue - 14
01/03/2017,IN-Sub,"2,942.25",597.0,416.50,134.75,410.00,134.75,289.25,105.25,275.50,90.50,150.50,143.00,357.75,112.50,170.50,151.50
01/03/2017,IN-Club,"3,608.75",575.0,371.00,240.25,317.00,167.00,421.00,262.50,248.25,206.50,188.50,204.50,362.50,202.75,308.50,108.50
01/03/2017,IN-Pop,959.82,504.0,109.41,42.00,106.51,30.87,143.43,32.59,99.12,36.96,42.63,25.20,132.55,40.95,84.42,33.18
01/03/2017,IN-Side,797.50,550.0,92.80,30.45,91.35,36.25,95.70,43.50,75.40,36.25,23.20,42.05,97.15,24.65,78.30,30.45
01/03/2017,DEL-Sub,"1,046.25",205.0,180.75,43.25,86.25,62.00,165.00,47.25,71.50,82.00,25.25,28.50,90.50,45.25,67.25,51.50
01/03/2017,DEL-Club,"1,691.00",263.0,196.00,148.25,137.50,131.75,189.75,75.00,118.75,123.25,73.75,84.00,87.50,71.00,181.25,73.25
01/03/2017,DEL-Pop,286.29,144.0,36.54,11.76,34.27,22.05,48.30,19.96,20.37,19.74,6.30,2.10,24.15,11.76,17.44,11.55
01/03/2017,DEL-Side,452.40,312.0,71.05,21.75,50.75,27.55,62.35,20.30,23.20,30.45,18.85,11.60,42.05,23.20,31.90,17.40
01/03/2017,Party Sub,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/03/2017,Day Old Bread,5.00,10.0,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.50,1.00,0.50,0.50,0.50,0.00,0.50
01/03/2017,Fresh Bread,2.00,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
01/03/2017,Cookie,169.00,100.0,16.90,6.76,13.52,13.52,23.66,13.52,13.52,16.90,6.76,3.38,20.28,8.45,3.38,8.45
01/03/2017,Kids 1/2 off,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/03/2017,Box Lunch,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/03/2017,Platters / Mini Jimmys,415.00,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,29.00,0.00,0.00,0.00,350.00,0.00
01/03/2017,Delivery Fee,704.58,303.0,99.56,48.15,59.02,48.25,93.47,31.86,49.83,52.88,22.64,27.09,48.33,28.58,63.27,31.65
01/03/2017,Other,0.00,18.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/03/2017,Modifiers,287.35,2632.0,30.30,12.45,18.05,14.05,37.30,22.05,28.70,23.35,4.95,16.20,36.50,13.05,19.30,11.10
