week_ending_date,Account,Wed - 1,Wed - 2,Thu - 3,Thu - 4,Fri - 5,Fri - 6,Sat - 7,Sat - 8,Sun - 9,Sun - 10,Mon - 11,Mon - 12,Tue - 13,Tue - 14,Totals
01/21/2014,0 - 0.0,01/15/2014,01/15/2014,01/16/2014,01/16/2014,01/17/2014,01/17/2014,01/18/2014,01/18/2014,01/19/2014,01/19/2014,01/20/2014,01/20/2014,01/21/2014,01/21/2014,0.0
01/21/2014,Bread - 4311.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/21/2014,Delay Order - 0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/21/2014,Food - 4312.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/21/2014,Sides - 4313.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/21/2014,Paper - 4314.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/21/2014,Produce - 4315.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/21/2014,Beverages - 4316.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/21/2014,Catering - 4320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/21/2014,Building Maintenance - 5243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/21/2014,Equipment Maintenance - 5244.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/21/2014,Equipment Replacement - 5245.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/21/2014,Office Supplies - 5230.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/21/2014,Operating Supplies - 5220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/21/2014,Cleaning Supplies - 5242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/21/2014,Miscellaneous - 5699.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/21/2014,Cash Over/Short - 5698.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
