week_ending_date,Sales Item,Revenue_USD,Quantity Sold,Wed - 1,Wed - 2,Thu - 3,Thu - 4,Fri - 5,Fri - 6,Sat - 7,Sat - 8,Sun - 9,Sun - 10,Mon - 11,Mon - 12,Tue - 13,Tue - 14
01/01/2019,IN-Sub,"2,562.73",512.0,234.98,76.97,328.46,135.65,301.95,75.27,326.69,72.07,180.85,125.56,285.16,153.81,110.69,154.62
01/01/2019,IN-Club,"3,772.56",544.0,286.69,103.95,550.40,218.10,397.82,170.66,479.31,181.35,316.31,179.55,370.48,204.91,144.98,168.05
01/01/2019,IN-Pop,835.93,437.0,103.95,5.67,144.69,28.77,110.08,23.31,94.72,28.98,62.37,34.65,107.60,32.76,39.27,19.11
01/01/2019,IN-Side,823.39,583.0,83.69,16.84,137.21,35.17,106.31,28.72,91.69,22.76,79.45,35.19,90.26,36.11,29.74,30.25
01/01/2019,DEL-Sub,798.88,142.0,101.11,36.53,121.19,29.64,114.59,15.47,97.25,47.02,21.16,44.42,149.74,10.88,9.88,0.00
01/01/2019,DEL-Club,"1,131.24",156.0,86.27,67.70,200.81,57.81,103.34,28.76,72.81,57.83,75.32,47.03,116.83,107.66,44.35,64.72
01/01/2019,DEL-Pop,156.88,77.0,26.46,12.39,24.16,6.09,14.49,4.20,22.68,8.19,3.78,4.20,11.97,2.10,6.09,10.08
01/01/2019,DEL-Side,315.02,230.0,41.91,18.29,55.40,20.80,46.83,10.35,25.19,10.88,3.96,13.33,33.64,15.23,10.35,8.86
01/01/2019,Party Sub,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,Day Old Bread,2.00,4.0,0.00,0.00,0.00,0.00,0.50,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,Fresh Bread,2.00,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,Cookie,108.16,64.0,10.14,6.76,13.52,6.76,13.52,0.00,6.76,8.45,3.38,1.69,8.45,10.14,8.45,10.14
01/01/2019,Combos / Kids 1/2 off,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,Box Lunch,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,Platters / Mini Jimmys,193.00,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.00,0.00,58.00,0.00,0.00,0.00
01/01/2019,Delivery Fee,543.00,181.0,69.00,30.00,87.00,33.00,75.00,18.00,48.00,15.00,18.00,27.00,66.00,27.00,15.00,15.00
01/01/2019,Other,0.00,8.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,Modifiers,371.18,2669.0,10.16,14.79,70.88,16.55,49.84,19.56,41.65,13.68,33.11,20.38,40.26,15.26,3.74,21.32
01/01/2019,Total of Above,"11,615.97",0.0,"1,054.36",389.89,"1,733.72",588.34,"1,334.27",395.30,"1,307.25",466.21,934.69,533.00,"1,338.39",615.86,422.54,502.15
01/01/2019,- OVER-RINGS,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,= Adjusted Sales,"11,615.97",0.0,"1,054.36",389.89,"1,733.72",588.34,"1,334.27",395.30,"1,307.25",466.21,934.69,533.00,"1,338.39",615.86,422.54,502.15
01/01/2019,- Net Employee Freebies,172.20,0.0,31.02,0.00,40.10,2.80,22.65,11.96,32.31,19.24,9.97,0.00,0.00,0.00,0.00,2.15
01/01/2019,- Net Manager Freebies,55.57,0.0,12.17,0.00,12.47,0.00,18.76,0.00,12.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,- Sampling,144.17,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111.82,0.00,0.00,0.00,32.35,0.00
01/01/2019,- Waste,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,- Other Promo,38.83,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.58,0.00,25.00,0.00,0.97,0.00,5.28
01/01/2019,= Royalty Sales,"11,205.20",0.0,"1,011.17",389.89,"1,681.15",585.54,"1,292.86",383.34,"1,262.77",439.39,812.90,508.00,"1,338.39",614.89,390.19,494.72
01/01/2019,+ Other Tax/Fee,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,+ Sales Tax,881.60,0.0,77.71,29.67,131.51,45.61,100.47,30.12,100.20,35.02,65.59,41.73,105.00,48.46,30.95,39.56
01/01/2019,- Over Rings Tax,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,- Freebie/Promo Tax,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,- Cash Payouts,239.47,0.0,25.86,11.85,35.64,18.46,13.04,28.24,10.20,24.59,5.11,15.00,6.02,29.62,3.91,11.93
01/01/2019,- A/R Due,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,+ A/R Paid,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,+ A/R Drivers,0.00,0.0,13.96,-13.96,1.52,-1.52,-12.68,12.68,-38.34,38.34,-28.73,28.73,-40.58,40.58,5.11,-5.11
01/01/2019,- A/R Due CC (InShop) V/MC/D,"6,448.09",0.0,476.04,138.02,933.75,329.61,696.05,187.97,792.56,225.55,609.76,299.38,780.89,374.98,290.37,313.16
01/01/2019,- A/R Due CC (InShop) Amex,332.55,0.0,36.25,0.00,23.09,14.79,35.28,0.00,36.04,38.57,24.80,0.00,51.83,53.67,0.00,18.23
01/01/2019,- A/R Due CC (MOTO) V/MC/D,507.98,0.0,57.93,15.00,125.59,52.30,53.09,0.00,33.55,16.17,31.21,0.00,34.83,0.00,61.81,26.50
01/01/2019,- A/R Due CC (MOTO) Amex,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,- A/R Due CC (ONLINE) V/MC/D,"2,881.38",0.0,260.26,252.49,403.00,98.15,354.84,51.08,234.30,204.39,117.24,128.61,363.95,191.88,53.60,167.59
01/01/2019,- A/R Due CC (ONLINE) Amex,164.92,0.0,41.15,0.00,22.83,33.40,67.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,- Other Payment Types,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,+ Gift Cards Issued,65.00,0.0,0.00,0.00,40.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,- Gift Cards Redeemed,63.24,0.0,0.00,0.00,12.66,0.00,0.00,0.00,20.00,0.00,0.00,0.00,30.58,0.00,0.00,0.00
01/01/2019,+ NSF Deposit,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,= Expected Deposit,"1,514.17",0.0,205.35,-11.76,297.62,82.92,160.81,183.85,197.98,3.48,61.64,135.47,134.71,53.78,16.56,-8.24
01/01/2019,Total Deposit,"1,493.00",0.0,206.00,0.00,283.00,82.00,161.00,184.00,197.00,3.00,57.00,135.00,124.00,52.00,9.00,0.00
01/01/2019,Cash Over/(Under),-21.17,0.0,0.65,11.76,-14.62,-0.92,0.19,0.15,-0.98,-0.48,-4.64,-0.47,-10.71,-1.78,-7.56,8.24
01/01/2019,# Of Sales,805.00,0.0,83.00,25.00,123.00,47.00,98.00,36.00,84.00,30.00,54.00,40.00,87.00,39.00,29.00,30.00
01/01/2019,# Of Checks,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,Shift Manager - Name,0,0.0,NP,ERN,NP,ERN,NP,YM,NP,NC,ERN,NC,ERN,NC,NP,0
01/01/2019,Labor $,"3,926.61",0.0,387.83,228.14,408.81,326.73,265.18,233.05,425.71,292.39,220.79,144.56,267.27,223.75,255.83,246.56
01/01/2019,Labor %,33.80,0.0,36.78,58.51,23.58,55.53,19.87,58.95,32.57,62.72,23.62,27.12,19.97,36.33,60.55,49.10
01/01/2019,Labor OverTime $,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/01/2019,Total Online Orders,"2,838.68",0.0,277.78,222.20,406.10,116.53,360.65,54.20,216.01,187.31,108.14,119.87,384.57,183.47,45.49,156.36
01/01/2019,Online Cash,160.00,0.0,22.54,0.00,37.66,0.00,0.00,10.13,0.00,7.66,0.00,7.66,55.67,18.68,0.00,0.00
01/01/2019,PDQ/Mx Sales Check,"12,111.80",0.0,0.00,"1,508.44",0.00,"2,443.81",0.00,"1,806.79",0.00,"1,837.38",-25.00,"1,453.22",0.00,"2,106.74",0.00,955.42
01/01/2019,PDQ/Mx Tax Check,881.60,0.0,0.00,107.38,0.00,177.12,0.00,130.59,0.00,135.22,0.00,107.32,0.00,153.46,0.00,70.51
01/01/2019,Gift Cards Total,-1.76,0.0,0.00,0.00,-27.34,0.00,0.00,-25.00,20.00,0.00,0.00,0.00,30.58,0.00,0.00,0.00
01/08/2019,IN-Sub,"2,701.31",577.0,228.26,112.29,241.86,68.08,319.10,188.84,346.15,131.16,205.90,72.76,300.43,162.09,179.56,144.83
01/08/2019,IN-Club,"3,853.09",551.0,307.04,183.43,323.74,191.73,316.02,343.64,286.68,222.79,296.68,182.84,423.28,253.47,291.48,230.27
01/08/2019,IN-Pop,930.93,509.0,76.44,21.42,95.76,19.74,124.86,51.66,107.31,38.85,101.64,36.54,120.84,29.19,76.23,30.45
01/08/2019,IN-Side,901.25,621.0,70.50,34.76,78.77,36.07,101.77,68.99,96.31,39.15,68.38,31.25,89.71,87.31,60.58,37.70
01/08/2019,DEL-Sub,"1,077.83",207.0,162.40,32.25,126.39,64.18,122.17,39.35,61.41,39.74,32.94,43.52,175.79,46.81,114.50,16.38
01/08/2019,DEL-Club,"1,137.62",168.0,196.20,19.77,102.15,13.18,127.91,25.77,91.77,65.30,32.65,57.62,180.33,25.47,145.28,54.22
01/08/2019,DEL-Pop,221.78,110.0,38.22,2.10,24.16,14.28,29.83,0.00,25.74,4.20,1.89,0.00,35.72,13.72,19.53,12.39
01/08/2019,DEL-Side,367.05,269.0,65.61,13.86,26.64,16.31,54.93,4.43,39.93,5.96,7.41,6.94,53.89,14.35,48.89,7.90
01/08/2019,Party Sub,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/08/2019,Day Old Bread,6.00,12.0,0.00,0.00,0.00,0.00,0.50,3.50,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00
01/08/2019,Fresh Bread,2.00,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00
01/08/2019,Cookie,178.84,96.0,6.76,8.45,20.28,8.45,21.97,8.45,38.57,10.14,3.38,11.83,15.21,3.38,10.14,11.83
01/08/2019,Combos / Kids 1/2 off,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/08/2019,Box Lunch,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/08/2019,Platters / Mini Jimmys,516.00,12.0,0.00,0.00,0.00,0.00,82.00,0.00,164.00,0.00,111.00,0.00,53.00,106.00,0.00,0.00
01/08/2019,Delivery Fee,747.00,249.0,123.00,15.00,87.00,27.00,84.00,15.00,60.00,27.00,24.00,21.00,117.00,27.00,102.00,18.00
01/08/2019,Other,0.00,9.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/08/2019,Modifiers,443.12,3085.0,43.78,20.13,45.59,19.54,32.97,35.47,33.66,14.97,30.10,24.31,46.96,32.28,46.91,16.45
01/08/2019,Total of Above,"13,083.82",0.0,"1,318.21",463.46,"1,172.34",478.56,"1,418.03",785.10,"1,351.53",599.26,915.97,488.61,"1,612.16",803.07,"1,097.10",580.42
01/08/2019,- OVER-RINGS,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/08/2019,= Adjusted Sales,"13,083.82",0.0,"1,318.21",463.46,"1,172.34",478.56,"1,418.03",785.10,"1,351.53",599.26,915.97,488.61,"1,612.16",803.07,"1,097.10",580.42
01/08/2019,- Net Employee Freebies,181.10,0.0,9.97,0.00,45.68,0.00,24.22,19.64,19.44,9.27,0.00,0.00,0.00,0.00,52.88,0.00
01/08/2019,- Net Manager Freebies,90.67,0.0,19.75,0.00,8.88,0.00,18.55,9.97,12.47,0.00,0.00,0.00,8.88,0.00,12.17,0.00
01/08/2019,- Sampling,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/08/2019,- Waste,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/08/2019,- Other Promo,39.57,0.0,0.00,0.00,5.28,0.00,0.00,0.00,0.00,0.00,29.00,0.00,0.00,5.29,0.00,0.00
01/08/2019,= Royalty Sales,"12,772.48",0.0,"1,288.49",463.46,"1,112.50",478.56,"1,375.26",755.49,"1,319.62",589.99,886.97,488.61,"1,603.28",797.78,"1,032.05",580.42
01/08/2019,+ Other Tax/Fee,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/08/2019,+ Sales Tax,985.35,0.0,96.15,37.01,84.60,37.26,106.54,61.11,103.90,46.44,64.49,38.55,122.59,63.58,76.75,46.38
01/08/2019,- Over Rings Tax,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/08/2019,- Freebie/Promo Tax,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/08/2019,- Cash Payouts,318.19,0.0,31.90,24.77,23.38,24.50,25.22,18.51,8.14,28.44,9.11,19.91,17.26,38.19,29.92,18.94
01/08/2019,- A/R Due,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/08/2019,+ A/R Paid,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
