week_ending_date,Sales Item,Revenue_USD,Quantity Sold,Wed - 1,Wed - 2,Thu - 3,Thu - 4,Fri - 5,Fri - 6,Sat - 7,Sat - 8,Sun - 9,Sun - 10,Mon - 11,Mon - 12,Tue - 13,Tue - 14
01/05/2021,IN-Sub,"3,258.48",678.0,299.97,151.59,282.30,46.82,317.06,102.34,423.01,149.65,314.62,231.63,258.69,228.74,277.56,174.50
01/05/2021,IN-Club,"4,987.07",700.0,448.17,324.95,428.10,174.97,243.05,135.42,623.05,463.43,332.23,271.34,567.01,304.88,497.12,173.35
01/05/2021,IN-Pop,875.92,464.0,85.94,28.35,76.50,25.76,63.16,16.21,134.69,39.20,71.32,52.13,101.16,47.75,101.52,32.23
01/05/2021,IN-Side,909.68,765.0,72.91,39.19,80.66,27.09,76.96,23.89,126.34,49.69,81.94,47.73,82.74,56.32,92.62,51.60
01/05/2021,DEL-Sub,"1,110.27",221.0,218.26,70.68,135.43,47.05,39.85,45.94,37.83,42.54,15.88,31.17,199.00,33.15,168.14,25.35
01/05/2021,DEL-Club,"1,672.00",249.0,298.72,74.28,189.68,46.83,85.79,76.54,86.97,91.25,99.17,61.03,219.93,6.69,246.44,88.68
01/05/2021,DEL-Pop,249.54,126.0,56.81,14.23,27.66,5.67,10.35,14.03,11.94,18.21,14.33,7.66,39.10,2.09,21.49,5.97
01/05/2021,DEL-Side,443.52,386.0,88.59,21.38,60.37,4.36,13.26,15.66,19.22,19.46,12.90,11.75,77.67,5.16,88.44,5.30
01/05/2021,Party Sub,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2021,Day Old Bread,5.00,10.0,0.50,0.00,1.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
01/05/2021,Fresh Bread,10.00,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,6.00,0.00,0.00,2.00
01/05/2021,Cookie,239.46,154.0,17.49,22.26,33.84,14.31,12.72,11.13,11.13,3.35,9.54,11.13,25.61,22.26,27.03,17.66
01/05/2021,Combos / Kids 1/2 off,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2021,Box Lunch,195.61,28.0,12.00,6.00,54.58,0.00,17.58,6.00,0.00,0.00,0.00,0.00,28.29,6.00,35.58,29.58
01/05/2021,Platters / Mini Jimmys,602.00,13.0,72.00,0.00,187.00,0.00,63.00,0.00,106.00,0.00,35.00,0.00,0.00,0.00,139.00,0.00
01/05/2021,Delivery Fee,359.64,282.0,64.48,20.23,45.73,10.50,14.24,12.00,15.00,20.49,11.25,13.74,54.75,5.25,55.50,16.48
01/05/2021,Other,0.00,58.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2021,Modifiers,399.36,4005.0,48.71,12.11,38.60,9.95,20.04,18.20,47.05,14.30,19.15,10.95,38.20,13.54,72.48,36.08
01/05/2021,Total of Above,"15,317.55",0.0,"1,784.55",785.25,"1,641.95",413.31,978.06,477.36,"1,642.23",911.57,"1,019.33",750.26,"1,699.15",731.83,"1,822.92",659.78
01/05/2021,- OVER-RINGS,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2021,= Adjusted Sales,"15,317.55",0.0,"1,784.55",785.25,"1,641.95",413.31,978.06,477.36,"1,642.23",911.57,"1,019.33",750.26,"1,699.15",731.83,"1,822.92",659.78
01/05/2021,- Net Employee Freebies,62.49,0.0,24.43,0.00,12.13,0.00,0.00,0.00,8.78,0.00,0.00,0.00,7.38,0.00,9.77,0.00
01/05/2021,- Net Manager Freebies,44.44,0.0,12.35,0.00,0.00,0.00,0.00,0.00,9.77,0.00,0.00,0.00,0.00,0.00,0.00,22.32
01/05/2021,- Sampling,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2021,- Waste,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2021,- Other Promo,68.23,0.0,18.05,0.00,0.00,0.00,0.00,0.00,0.00,25.65,0.00,0.00,0.00,5.59,18.94,0.00
01/05/2021,- Loyalty,343.56,0.0,63.28,30.98,10.63,7.37,18.54,8.24,32.81,12.55,4.67,11.85,36.89,37.76,51.04,16.95
01/05/2021,= Royalty Sales,"14,798.83",0.0,"1,666.44",754.27,"1,619.19",405.94,959.52,469.12,"1,590.87",873.37,"1,014.66",738.41,"1,654.88",688.48,"1,743.17",620.51
01/05/2021,+ Other Tax/Fee,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
