week_ending_date,Account,Wed - 1,Wed - 2,Thu - 3,Thu - 4,Fri - 5,Fri - 6,Sat - 7,Sat - 8,Sun - 9,Sun - 10,Mon - 11,Mon - 12,Tue - 13,Tue - 14,Totals
01/06/2015,0 - 0.0,12/31/2014,12/31/2014,01/01/2015,01/01/2015,01/02/2015,01/02/2015,01/03/2015,01/03/2015,01/04/2015,01/04/2015,01/05/2015,01/05/2015,01/06/2015,01/06/2015,0.0
01/06/2015,Bread - 4311.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,Delay Order - 0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,House Account - 9999.0,0,-21.33,0,0,0,0,0,0,0,0,0,0,0,0,-21.33
01/06/2015,Food - 4312.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,Sides - 4313.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,Paper - 4314.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,Produce - 4315.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,Beverages - 4316.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,Catering - 4320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,Building Maintenance - 5243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,Equipment Maintenance - 5244.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,Equipment Replacement - 5245.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,Office Supplies - 5230.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,Operating Supplies - 5220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,Cleaning Supplies - 5242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,Miscellaneous - 5699.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,Cash Over/Short - 5698.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,Outside Services - 5619.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,Travel + Lodging - 8630.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,Postage/Freight - 8645.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,Training Manager Meal - 2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,Overrings - 3315.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,DMR - 5083.0,26.88,24.78,21.42,14.02,12.12,40.05,0,49.32,3.6,18.9,11.65,48.9,24.46,30.59,326.68999999999994
01/06/2015,0 - 0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,0 - 0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,ACCOUNT TOTALS - 0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/06/2015,DAILY TOTALS - 0.0,26.88,3.450000000000003,21.42,14.02,12.12,40.05,0,49.32,3.6,18.9,11.65,48.9,24.46,30.59,305.35999999999996
01/13/2015,0 - 0.0,01/07/2015,01/07/2015,01/08/2015,01/08/2015,01/09/2015,01/09/2015,01/10/2015,01/10/2015,01/11/2015,01/11/2015,01/12/2015,01/12/2015,01/13/2015,01/13/2015,0.0
01/13/2015,Bread - 4311.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,Delay Order - 0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,House Account - 9999.0,0,0,0,0,0,0,-269.87,0,0,0,0,0,0,0,-269.87
01/13/2015,Food - 4312.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,Sides - 4313.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,Paper - 4314.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,Produce - 4315.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,Beverages - 4316.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,Catering - 4320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,Building Maintenance - 5243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,Equipment Maintenance - 5244.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,Equipment Replacement - 5245.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,Office Supplies - 5230.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,Operating Supplies - 5220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,Cleaning Supplies - 5242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,Miscellaneous - 5699.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,Cash Over/Short - 5698.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,Outside Services - 5619.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,Travel + Lodging - 8630.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,Postage/Freight - 8645.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,Training Manager Meal - 2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,Overrings - 3315.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,DMR - 5083.0,25.02,21.35,12.28,44.93,25.66,28.04,11.92,24.52,11.59,20.79,28.44,31.46,31.13,30.01,347.14
01/13/2015,0 - 0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,0 - 0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,ACCOUNT TOTALS - 0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/13/2015,DAILY TOTALS - 0.0,25.02,21.35,12.28,44.93,25.66,28.04,-257.95,24.52,11.59,20.79,28.44,31.46,31.13,30.01,77.27000000000001
01/20/2015,0 - 0.0,01/14/2015,01/14/2015,01/15/2015,01/15/2015,01/16/2015,01/16/2015,01/17/2015,01/17/2015,01/18/2015,01/18/2015,01/19/2015,01/19/2015,01/20/2015,01/20/2015,0.0
01/20/2015,Bread - 4311.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/20/2015,Delay Order - 0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/20/2015,House Account - 9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/20/2015,Food - 4312.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/20/2015,Sides - 4313.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/20/2015,Paper - 4314.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/20/2015,Produce - 4315.0,0,0,0,0,0,0,0,0,0,0,0,6.35,0,0,6.35
01/20/2015,Beverages - 4316.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01/20/2015,Catering - 4320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
